Module_A,Module_B,Clash_Count
CLPS11054,CLPS11057,57
CLPS11054,CLPS11083,57
IMMU10016,IMMU10017,57
INFR10067,INFR10085,57
INFR09032,INFR10085,57
IMMU10014,IMMU10017,57
IMMU10014,IMMU10016,57
CLLC11142,CLLC11184,57
PHYS10035,PHYS10096,57
CLPS11052,CLPS11057,57
CLLC11161,CLLC11184,57
CLPS11057,CLPS11083,57
BUST08005,BUST08033,56
PHYS10015,PHYS10096,56
ARTX11042,ARTX11047,56
BIME09003,BIME09012,56
MATH10065,MATH11111,56
CLPS11053,CLPS11057,56
BIME10002,BIME10038,56
INFR08025,MATH08059,56
CLPS11055,CLPS11057,56
PHYS10086,PHYS10096,56
CLLC11142,CLLC11161,56
PHYS10100,PHYS11024,56
ACCN10026,BUST09007,56
CLPS10001,CLPS11083,56
INFR10022,INFR10085,56
CLPS11052,CLPS11083,56
ARTX11042,ARTX11044,56
BILG09002,BILG09015,56
CLLC11003,ENLI11125,56
CLPS10001,CLPS11056,56
CLPS10001,CLPS11053,56
PHYS10111,PHYS10112,55
CLPS11054,CLPS11056,55
BUST10142,CMSE10003,55
BILG09001,BILG09005,55
CLPS11052,CLPS11055,55
CLPS10001,CLPS11055,55
CLPS10001,CLPS11057,55
CLPS11056,CLPS11083,55
EDUA11419,REDU11087,55
INFR10022,INFR10065,55
CLPS11057,CLPS11066,55
CLPS11055,CLPS11066,55
EDUA11048,EDUA11419,55
EDUA11048,REDU11087,55
PHYS10042,PHYS10086,55
CLPS11053,CLPS11083,55
CLPS11056,CLPS11057,55
CLPS11055,CLPS11083,55
ECNM10030,ECNM10119,55
CHEE10004,CHEE10005,55
CHEE10005,CHEE10008,55
CHEE10005,CHEE10010,55
GEGR08007,GEGR08009,55
GEGR08009,GEGR08010,55
CHEE10002,CHEE10005,55
CHEE10002,CHEE10008,55
CHEE10008,CHEE10010,55
CHEE10002,CHEE10004,55
CHEE10004,CHEE10008,55
CHEE10004,CHEE10010,55
ARTX10064,ARTX11044,55
ARTX10064,ARTX11047,55
ARTX11044,ARTX11047,55
PLIT08008,SCAN08010,55
ACCN10009,ACCN10010,55
CLPS11052,CLPS11054,55
BUST10151,BUST10158,55
ARTX10064,ARTX11042,55
CHEE10002,CHEE10010,55
BILG09005,BILG09013,55
PHIL08004,PHIL08020,54
EDUA11048,REDU11046,54
REDU11046,REDU11087,54
CHEE09010,CHEE09014,54
EDUA11048,REDU11045,54
EDUA11419,REDU11045,54
EDUA11248,REDU11087,54
CLPS11053,CLPS11055,54
CLPS11053,CLPS11066,54
CHEE09010,CHEE09013,54
REDU11045,REDU11087,54
PSYL10090,PSYL10184,54
EDUA11048,EDUA11248,54
CLPS11066,CLPS11083,54
CLPS11056,CLPS11066,54
CHEE10010,MAEE10005,54
CLPS11052,CLPS11056,54
CLPS11052,CLPS11066,54
PHYS10096,PHYS11059,54
CIVE11053,MAEE10005,54
PHYS10042,PHYS11059,54
CLPS10001,CLPS11052,54
CLPS10001,CLPS11066,54
PHYS10111,PHYS11059,54
CNST11043,CNST11062,54
CLPS11052,CLPS11053,54
ARCH08001,ARCH08002,54
BILG09002,BILG09010,54
CHEE09014,CHEE09021,54
HIST08044,PLIT08008,54
CHEE09010,CHEE09020,54
CHEE09010,CHEE09021,54
ECSC08008,ECSC08012,54
ECSC08003,ECSC08012,54
MATH10013,MATH10086,54
ECSC08003,ECSC08008,54
CHEE09013,CHEE09020,54
CNST11043,CNST12012,54
CNST11062,CNST12012,54
EDUA11419,REDU11046,54
CHEE10005,MAEE10005,54
CLPS11055,CLPS11056,54
CHEE10008,MAEE10005,54
EDUA11248,EDUA11419,54
CHEE10002,MAEE10005,54
CHEE10004,MAEE10005,54
PHYS10112,PHYS11059,54
LAWS11251,LAWS11443,53
CLPS11054,CLPS11066,53
CLPS11053,CLPS11056,53
LAWS11252,LAWS11443,53
LAWS11310,LAWS11443,53
CHEE09013,CHEE09021,53
LAWS11249,LAWS11443,53
ARCH08002,ARCH08004,53
CHEE09014,CHEE09020,53
CIVE08028,SCEE08009,53
BIME09008,BIME09011,53
MECE10002,MECE11007,53
CLPS11054,CLPS11055,53
CHEE09020,CHEE09021,53
ELEE08015,SCEE08003,53
CHEE09013,CHEE09014,53
ACCN10009,BUST09007,53
SPRT10003,SPRT10032,52
EDUA11299,REDU11045,52
EDUA11301,REDU11045,52
CIVE08028,SCEE08010,52
CHEE09008,CHEE09020,52
MATH08058,MATH08077,52
CHEE09008,CHEE09015,52
CHEE09013,CHEE09015,52
EDUA11299,REDU11046,52
EFIE11002,EFIE11023,52
CLGE08003,CLGE08004,52
CHEE09008,CHEE09016,52
ELEE08022,SCEE08003,52
CHEE09015,CHEE09020,52
CHEE09010,CHEE09015,52
ACCN10010,BUST09007,52
CHEE09015,CHEE09016,52
HIST08034,PLIT08011,52
CIVE08028,SCEE08014,52
BIME09005,BIME09008,52
CIVE08020,SCEE08008,52
ARCH08002,ARHI08004,52
CHEE09008,CHEE09010,52
CHEE09010,CHEE09016,52
CHEE09016,CHEE09020,52
CHEE09008,CHEE09013,52
BIME09006,BIME09008,52
CHEE09013,CHEE09016,52
PHYS10015,PHYS10042,52
ECNM10030,ECNM10086,52
SCAN08012,SCAN08013,52
BUST08003,BUST08056,52
MATH10068,MATH10093,52
EDUA11297,EDUA11457,51
EDUA11297,REDU11046,51
EDUA11297,REDU11081,51
CHEE09010,CHEE09019,51
LAWS11253,LAWS11443,51
PHYS10035,PHYS10099,51
PHYS10015,PHYS10099,51
MAEE10003,MECE11017,51
MAEE10003,MECE10009,51
EDUA10180,EDUA10207,51
EDUA10193,EDUA10207,51
INFR11147,INFR11211,51
PLIT08009,PLIT08020,51
CHEE09008,CHEE09019,51
EFIE11002,EFIE11027,51
ELEE10003,ELEE10017,51
EDUA11301,REDU11081,51
EDUA11457,REDU11045,51
EDUA11299,EDUA11300,51
REDU11046,REDU11081,51
MATH10065,MATH11088,51
EDUA11457,REDU11081,51
EDUA11457,REDU11046,51
PHYS10087,PHYS10100,51
REDU11045,REDU11081,51
PHYS10043,PHYS10100,51
CHEE09008,CHEE09021,51
EDUA11300,REDU11046,51
EDUA11300,REDU11045,51
EDUA11299,REDU11081,51
EDUA11300,EDUA11301,51
EDUA11300,EDUA11457,51
EDUA11299,EDUA11457,51
EDUA11300,REDU11081,51
EDUA11301,EDUA11457,51
EDUA11297,EDUA11299,51
CHEE09019,CHEE09020,51
CHEE09019,CHEE09021,51
EDUA11301,REDU11046,51
EDUA11299,EDUA11301,51
ACCN08008,BUST08035,51
CHEE09015,CHEE09019,51
EDUA11297,EDUA11300,51
CHEE09008,CHEE09014,51
CHEM08020,CHEM08031,51
CHEM08019,CHEM08020,51
LAWS11254,LAWS11443,51
CHEE09013,CHEE09019,51
CHEE09014,CHEE09015,51
CHEE09014,CHEE09016,51
CHEE09014,CHEE09019,51
LAWS11250,LAWS11443,51
CHEE09015,CHEE09021,51
ARCH08004,ARHI08004,51
CHEE09016,CHEE09021,51
BUST10158,BUST10160,51
BUST10108,BUST10158,51
CHEE09016,CHEE09019,51
EDUA11297,EDUA11301,51
ARCH08001,ARHI08004,51
EDUA11297,REDU11045,51
ELEE10017,ELEE11109,51
ARCH08001,ARCH08051,51
ARCH08004,ARCH08051,51
ARCH08002,ARCH08051,51
ARCH08001,ARCH08004,51
ELEE08022,MECE08013,50
EDUA11248,EDUA11283,50
ELEE08022,MECE08014,50
EDUA11233,REDU11045,50
EDUA11233,REDU11046,50
CNST11014,CNST12007,50
MATH08057,MATH08077,50
CIVE08023,CIVE08025,50
EFIE11002,EFIE11025,50
MECE10004,MECE11007,50
MECE10012,MECE11007,50
INFR08029,MATH08059,50
BUST10144,BUST10158,50
BUST10142,BUST10163,50
SPRT10003,SPRT10052,50
SPRT10032,SPRT10050,50
SPRT10032,SPRT10052,50
ARCH08051,ARHI08004,50
ARCH08002,ARHI08009,50
ARCH08001,ARHI08009,50
ELEE10017,ELEE11097,50
SPRT10003,SPRT10050,50
MATH11175,MATH11177,50
ASST10093,ASST10094,50
EDUA11248,EDUA11255,50
MATH11148,MATH11199,49
GEGR08002,GEGR08011,49
SPRT10050,SPRT10052,49
CIVE08026,CIVE08028,49
CIVE08028,SCEE08003,49
ECSH08043,HIST08044,49
CIVE08028,SCEE08016,49
MATH10007,MATH10095,49
ECNM08013,ECNM08025,49
SPRT10031,SPRT10033,49
ELEE10017,ELEE10029,49
PSYL10090,PSYL10141,49
ELEE08015,MECE08013,49
BIME10052,BIME10054,49
BIME10053,BIME10054,49
ASST10094,ASST10095,49
ASST10093,ASST10095,49
INFR11010,INFR11147,49
BIME10052,BIME10053,49
ELEE08015,MECE08014,49
HIST08039,HIST08044,49
PHYS10035,PHYS10042,49
SCPL08010,SCPL08014,48
INFR09051,INFR10079,48
ARCH08004,ARHI08009,48
MATH10067,MATH10072,48
BILG09005,BILG09014,48
CMSE11089,CMSE11175,48
CMSE11089,CMSE11380,48
CMSE11089,CMSE11555,48
MATH10053,MATH10086,48
BILG09005,BILG09015,48
CMSE11380,CMSE11555,48
CMSE11175,CMSE11380,48
MAEE10003,MECE10002,48
INFR11125,INFR11147,48
ARCH08051,ARHI08009,48
BUST10150,BUST10158,48
INFR09032,INFR10065,48
ARCA10064,ARCA10065,48
ACCN10008,ACCN10009,48
BILG09001,BILG09015,48
ACCN10008,BUST09007,48
LAWS08129,LAWS10202,48
CMSE11175,CMSE11555,48
INFR10067,INFR10079,48
ARCA08012,ARCA08013,48
INFR11147,INFR11212,48
ECNM08006,ECNM08024,48
MATH08064,MATH08071,48
ELEE10010,ELEE10017,47
INFR11136,INFR11212,47
CLLC11037,CLLC11039,47
IMMU10012,IMMU10014,47
IMMU10012,IMMU10017,47
ECNM08016,ECNM08024,47
MATH11199,MATH11205,47
MATH08066,MATH08071,47
EDUA11338,REDU11083,47
INFR11010,INFR11136,47
PLIT08008,PLIT08011,47
INFR11125,INFR11136,47
IMMU10012,IMMU10016,47
DESI10083,DESI10129,47
CLLC11039,CLLC11103,47
CLLC11102,CLLC11103,47
CLLC11039,CLLC11102,47
ACCN10008,ACCN10010,47
CIVE08025,CIVE08028,47
CIVE08020,CIVE08028,47
MATH10003,MATH10067,47
CLLC11037,CLLC11102,47
CLLC11037,CLLC11103,47
MATH10013,MATH11226,47
MAEE10005,SCEE11014,47
INFR09051,INFR10086,47
SPRT08019,SPRT08020,47
SPRT08019,SPRT08024,47
HIST08044,IMES08037,47
SPRT08020,SPRT08023,47
LAWS08133,LAWS10202,47
DESI10084,DESI10129,47
DESI10083,DESI10084,47
SPRT08023,SPRT08024,47
SPRT08020,SPRT08024,47
SPRT08019,SPRT08023,47
LAWS08104,LAWS08139,46
MECE10009,MECE11017,46
ECNM11025,ECNM11051,46
ECNM11043,ECNM11051,46
ECNM11025,ECNM11043,46
BILG08011,BIME08007,46
BUST10067,BUST10158,46
BUST10142,BUST10162,46
PSYL10004,PSYL10179,46
MATH10060,MATH10066,46
CIVE08023,CIVE08028,46
MATH11111,MATH11199,46
BUST10107,BUST10158,46
MATH10066,MATH10072,46
ACCN08007,BUST08029,46
ECNM10030,ECNM10066,46
INFR11125,INFR11157,46
MATH10060,MATH10095,46
ECNM11002,ECNM11022,46
ECNM11002,ECNM11024,46
ECNM11024,ECNM11025,46
DIVI08026,PHIL08014,46
HIST08041,HIST08043,46
ECNM11002,ECNM11043,46
ECNM11022,ECNM11025,46
ECNM11022,ECNM11043,46
ECNM11022,ECNM11051,46
ECNM11022,ECNM11024,46
ECNM11002,ECNM11051,46
ECNM11024,ECNM11051,46
ECNM11002,ECNM11025,46
ECNM11024,ECNM11043,46
ACCN08008,BUST08029,46
MATH10065,MATH10102,46
MATH10013,MATH10053,46
PHYS10015,PHYS11011,45
BIME09003,BIME09006,45
LAWS08104,LAWS08123,45
ECNM11025,ECNM11089,45
ENLI10099,ENLI10422,45
SPRT10025,SPRT10033,45
EDUA11338,EDUA11363,45
DIVI08026,PHIL08017,45
ECNM10030,ECNM10101,45
BILG09005,BILG09010,45
ECNM11043,ECNM11089,45
LAWS08104,LAWS08128,45
PHYS09057,PHYS09063,45
BUST10158,BUST10166,45
ECNM11051,ECNM11089,45
CIVE09034,CIVE09039,45
CIVE09034,CIVE10033,45
MATH11111,MATH11205,45
MAEE10005,MECE10002,45
CIVE09036,CIVE10033,45
CIVE09016,CIVE10033,45
CIVE09016,CIVE09039,45
BUST08029,BUST08035,45
CIVE09038,CIVE09039,45
CIVE09036,CIVE09038,45
CIVE09036,CIVE09039,45
NUST10022,NUST10030,45
ECNM11024,ECNM11089,45
ECNM11022,ECNM11089,45
CIVE09016,CIVE09036,45
CIVE09016,CIVE09038,45
CMSE11086,CMSE11463,45
CIVE09016,CIVE09034,45
ECNM11002,ECNM11089,45
PLIT10106,PLIT10151,45
MATH08059,MATH08077,45
CHEM10057,CHEM10072,45
BUST10007,BUST10158,45
CIVE09039,CIVE10033,45
MATH10007,MATH10066,45
MATH10071,MATH10072,45
CIVE09034,CIVE09036,45
CIVE09038,CIVE10033,45
CIVE09034,CIVE09038,45
EDUA11187,EDUA11338,45
INFR10022,INFR10079,44
EDUA11338,REDU11046,44
MATH08063,MATH08071,44
EDUA11338,REDU11045,44
ECNM10030,ECNM10113,44
ECNM11002,ECNM11023,44
SPRT10027,SPRT10033,44
BILG08024,BIME08011,44
ECNM11023,ECNM11024,44
ECNM11023,ECNM11051,44
REDU11010,REDU11011,44
LAWS08104,LAWS08125,44
LAWS08104,LAWS08126,44
SCIL08016,SCIL08018,44
CMSE11485,CMSE11582,44
ECNM08013,ECNM08019,44
NUST10057,NUST10058,44
CHEM10058,CHEM10072,44
ECNM11022,ECNM11023,44
ECNM11023,ECNM11025,44
ECNM11023,ECNM11043,44
BUST10153,BUST10158,44
CNST11084,CNST11085,44
CIVE08023,CIVE08024,44
LAWS08104,LAWS08127,43
MATH10003,MATH10007,43
HIST08032,PLIT08017,43
SCPL08014,SCPL08015,43
HIAR10170,HIAR10171,43
MUSI08082,MUSI08084,43
BUST09007,BUST10163,43
ECNM10030,ECNM10116,43
PSYL11098,PSYL11099,43
MATH10069,MATH10093,43
ACCN10030,BUST10158,43
CIVE11053,MECE11017,43
ECNM11023,ECNM11089,43
CLGE08001,CLGE08002,43
PHIL08004,PHIL08005,43
CIVE11051,CIVE11053,43
CHEM10055,CHEM10058,43
MATH10060,MATH10067,43
ACCN08008,BUST08036,43
BILG09006,BILG09009,43
INFR11136,INFR11211,43
BILG09017,BILG09019,43
NUST10057,NUST10059,43
NUST10058,NUST10059,43
MAEE10003,SCEE11014,43
EDUA11045,REDU11046,43
PSYL10150,PSYL10153,43
PSYL10131,PSYL10153,43
EDUA11045,REDU11045,43
CHEE10004,CHEE10009,42
HIST08042,HIST08044,42
BILG09001,BILG09014,42
BUST08003,BUST08005,42
ELEE10029,SCEE11014,42
CHEE10002,CHEE10009,42
PLIT10106,PLIT10154,42
INFR10022,INFR10086,42
PSYL10102,PSYL10153,42
ELEE10017,ELEE10032,42
SCAN10021,SCAN10037,42
ELCI08004,ELCI08005,42
CHEE10008,CHEE10009,42
CHEE10005,CHEE10009,42
CHEE10009,CHEE10010,42
SCAN10021,SCAN10023,42
HIST08032,PLIT08018,42
ELEE10017,ELEE10021,42
BIME09005,BIME09012,42
ACCN08012,BUST08045,42
MATH10003,MATH10093,42
BILG09007,MSBM09004,42
ACCN08012,ECNM08013,42
CIVE11053,MECE10009,41
INFR09051,INFR10074,41
BUST08031,BUST08033,41
MATH11177,MATH11205,41
CHEM08029,MATH08075,41
CHEE10009,MAEE10005,41
BUST08028,BUST08056,41
SCEE08009,SCEE08017,41
SCEE08014,SCEE08017,41
BUST08036,BUST08045,41
BILG09006,BILG09017,41
CHEM10059,CHEM10072,41
ELEE10017,ELEE11107,41
BILG09006,BILG09019,41
MATH10003,MATH10068,41
CMSE11170,CMSE11338,41
BILG09002,BILG09007,41
PSYL10004,PSYL10177,41
CMSE11086,CMSE11338,41
CMSE11086,CMSE11342,41
CMSE11342,CMSE11463,41
ECNM08013,PLIT08017,41
CMSE11170,CMSE11463,41
BUST08003,BUST08033,41
CMSE11338,CMSE11342,41
CMSE11338,CMSE11463,41
CMSE11086,CMSE11170,41
SCEE08010,SCEE08017,41
CMSE11170,CMSE11342,41
MATH11088,MATH11205,41
MATH10067,MATH10071,41
PHYS08043,PHYS08060,40
INFR09032,INFR10079,40
INFR09051,INFR10057,40
CIVE08025,SCEE08015,40
EDUA11045,EDUA11248,40
PSYL11065,PSYL11098,40
ECNM10030,ECNM10107,40
SCEE08015,SCEE08017,40
PLIT08011,SSPS08012,40
CHEM10012,CHEM10055,40
SCAN10036,SCAN10091,40
EASC09052,EASC10106,40
INFR10078,INFR10085,40
BUST08031,BUST08056,40
BILG09001,BILG09013,40
MATH10007,MATH10067,40
ACCN08007,ECNM08004,40
ELEE10017,ELEE10031,40
BUST08041,BUST08056,40
ECNM10030,ECNM10109,40
SCPL08010,SCPL08015,40
MATH10065,MATH10071,40
CMSE11534,CMSE11655,40
MECE11006,MECE11017,40
BUST10142,BUST10157,40
BUST10004,BUST10113,40
GEGR08002,GEGR08013,40
INFR08026,MATH08064,40
REPB10003,REPB10004,40
PHIL08015,PLIT08017,40
PSYL11065,PSYL11099,40
BUST09007,BUST10004,40
BICH10007,MLBI10009,40
CIVE08023,MECE08009,40
CNST08001,PSYL08015,40
EDUA11404,REDU11083,40
SCAN10022,SCAN10037,40
ELCC10014,ELCG10016,40
CHEM08028,CHEM08029,40
INFR10067,INFR10086,40
BUST08035,ECNM08004,40
ECSC09004,ECSC09007,40
MATH07003,MATH08059,39
GEGR08011,GEGR08013,39
MATH11088,MATH11158,39
EDUA11255,EDUA11257,39
CNST08001,PSYL08012,39
INFR08020,INFR08025,39
MATH08062,MATH08066,39
INFR08026,MATH08066,39
INFR08026,MATH08063,39
MATH08065,MATH08071,39
MATH08062,MATH08071,39
MATH10069,MATH10072,39
BILG08018,BIME08011,39
BUST10142,BUST10144,39
BUST08035,BUST08045,39
PHYS10035,PHYS11011,39
CHEM08029,MATH08074,39
EDUA11255,REDU11084,39
EDUA11255,EDUA11329,39
EDUA11425,REDU11045,39
BUST08033,BUST08041,39
ARJA11001,ARJA11002,39
BILG09009,BILG09019,39
INFR08020,MATH08058,39
GEGR09018,GEGR10131,39
EDUA11425,REDU11046,39
PHIL08005,PHIL08015,39
CHEM08028,MATH08075,39
BILG09007,BIME09002,39
CMSE11630,CMSE11631,38
BUST08027,BUST08033,38
BUST08027,BUST08056,38
CIVE08023,MECE08014,38
EDUA11288,EDUA11291,38
EDUA11289,EDUA11291,38
EDUA11257,EDUA11283,38
EDUA11283,REDU11084,38
EDUA11283,EDUA11329,38
CMSE11632,CMSE11634,38
CMSE11121,CMSE11630,38
CMSE11121,CMSE11631,38
CMSE11121,CMSE11632,38
CMSE11121,CMSE11634,38
MATH08062,MATH08064,38
CMSE11631,CMSE11634,38
CHEM10055,CHEM10072,38
GEGR08002,GEGR08012,38
BUST08003,BUST08018,38
CLLC11150,CLLC11182,38
INFR08020,INFR08029,38
LAWS08120,LAWS08123,38
PHYS09055,PHYS09059,38
PHYS09056,PHYS09059,38
BIME09008,MSBM09001,38
PHYS09053,PHYS09059,38
PHYS09059,PHYS09060,38
PHYS09059,PHYS09061,38
CLLC11149,CLLC11150,38
CLLC11149,CLLC11182,38
CMSE11630,CMSE11634,38
CMSE11631,CMSE11632,38
CMSE11630,CMSE11632,38
MAEE10003,MECE11006,38
BUST10158,BUST10169,38
LAWS08120,LAWS08139,38
LAWS08120,LAWS08127,38
BILG09009,BILG09017,38
CHEM08028,MATH08074,38
BILG09007,BILG09022,38
CHEM08029,SCEE08012,38
BUST08028,BUST08033,38
MATH10066,MATH10071,38
CLLC11149,CLLC11183,38
BUST09007,BUST10157,38
PLIT10151,PLIT10154,38
SCPL10040,SCPL10045,38
INFR10065,INFR10085,38
PHYS09061,PHYS10094,38
ECNM10030,ECNM10118,38
PHYS08042,PHYS08060,38
CMSE11485,CMSE11623,38
GEGR08011,GEGR08012,38
GEGR08012,GEGR08013,38
SPRT10021,SPRT10055,37
SPRT10027,SPRT10031,37
CMSE11534,CMSE11561,37
BICH10006,BICH10018,37
BICH10007,BICH10014,37
SCAN08010,SCAN08011,37
MATH10060,MATH10093,37
PHYS10087,PHYS11024,37
PLIT08009,PLIT08016,37
INFR08020,MATH08057,37
SCPL08004,SCPL08005,37
DESI11073,INFR11094,37
LAWS08120,LAWS08128,37
INFR11147,INFR11269,37
MATH10003,MATH10065,37
MATH10060,MATH10065,37
INFR11136,INFR11269,37
CLLC11150,CLLC11183,37
CLLC11182,CLLC11183,37
CHEM08028,SCEE08012,37
CHEM08029,SCEE08020,37
CHEM10012,CHEM10058,37
MATH10028,MATH10065,37
BICH10006,BICH10007,37
CNST08001,PSYL08011,37
NUST10022,NUST10058,37
BICH10006,BICH10014,37
CLLC11103,CLLC11153,37
MATH10068,MATH10072,37
BILG08011,ECSC08012,37
PHYS08046,PHYS08060,37
BICH10007,BICH10018,37
BICH10014,BICH10018,37
CIVE08023,MECE08013,37
CMSE11121,CMSE11545,37
MAEE10003,MAEE10005,37
CLLC11037,CLLC11163,37
CLLC11037,CLLC11153,37
CMSE11545,CMSE11630,37
MATH08062,MATH08065,37
LAWS08120,LAWS08125,37
ANHI08014,CACA08011,37
CLLC11102,CLLC11163,37
CLLC11039,CLLC11153,37
CLLC11039,CLLC11163,37
CLLC11102,CLLC11153,37
CMSE11545,CMSE11632,37
CMSE11545,CMSE11634,37
CMSE11545,CMSE11631,37
LAWS08120,LAWS08126,37
ELEE10017,SCEE11014,37
PHYS10034,PHYS10099,37
GEGR09012,GEGR09018,37
PSYL10004,PSYL10182,37
ELEE10011,ELEE11112,37
CLLC11153,CLLC11163,37
CLLC11103,CLLC11163,37
SCAN10031,SCAN10037,36
HIST08034,PLIT08017,36
ELEE10017,ELEE10028,36
SCAN10023,SCAN10037,36
NUST10022,NUST10059,36
INFR10065,INFR10078,36
INFR11130,INFR11136,36
CHEM08028,SCEE08020,36
NUST10022,NUST10057,36
SCAN10021,SCAN10022,36
CHEM10057,CHEM10058,36
CIVE08024,MECE08009,36
MATH10053,MATH11205,36
SPRT10021,SPRT10056,36
IMES08026,IMES08027,36
SPRT10038,SPRT10055,36
SPRT10038,SPRT10056,36
SPRT10021,SPRT10038,36
SPRT10055,SPRT10056,36
PHIL08015,PLIT08011,36
SPRT10006,SPRT10056,36
MATH11226,MATH11236,36
SPRT10062,SPRT10063,36
BILG09004,BILG09005,36
MATH08057,PHYS08036,36
ACCN10031,BUST10158,36
BUST08029,BUST08036,36
GEGR09012,GEGR10131,36
PSYL10004,PSYL10157,36
ARCH11096,ARJA11003,36
HIST08032,IMES08037,36
ELEE08021,INFR08026,36
ELEE08021,INFR08027,36
MECE10009,MECE11006,36
SPRT10047,SPRT10063,36
SPRT10047,SPRT10062,36
ARCA08004,ARCA08005,36
SPRT10047,SPRT10059,36
SPRT10012,SPRT10063,36
SPRT10012,SPRT10059,36
SPRT10012,SPRT10062,36
SPRT10012,SPRT10047,36
PHYS08045,PHYS08060,36
ENLI10368,ENLI10373,36
AFRI08001,SCIL08009,36
ARCH11269,ARCH11271,36
ARCH11270,ARCH11271,36
PHYS08049,PHYS08060,36
PHYS08035,PHYS08050,36
INFR10067,INFR10074,36
SPRT10059,SPRT10063,36
SPRT10059,SPRT10062,36
ECNM10030,ECNM10082,36
MAEE10003,MECE10012,36
ARCH11269,ARCH11270,36
HIST08044,SCAN08010,36
SPRT10006,SPRT10055,36
SPRT10006,SPRT10038,36
SPRT10006,SPRT10021,36
BILG09001,BILG09007,36
MATH11177,MATH11199,36
EDUA11187,EDUA11404,35
ECNM08006,PHIL08014,35
ECNM08006,PHIL08017,35
MATH10065,MATH11199,35
MATH10028,MATH10102,35
PSYL10004,PSYL10135,35
INFR08029,MATH07003,35
HIST08034,PLIT08018,35
ANHI08013,ANHI08015,35
MATH10079,MATH11226,35
PHYS10083,PHYS10099,35
PHYS10034,PHYS11011,35
MATH08058,PHYS08036,35
MATH10069,MATH10074,35
PGSP11016,SCIL11009,35
PLIT08008,SCPL08010,35
ANHI08014,CLTR08008,35
INFR09032,INFR10086,35
MATH10007,MATH10093,35
ACCN08012,BUST08040,35
PHYS08036,PHYS08050,35
PHYS07001,PHYS08036,35
PSYL10090,PSYL10179,35
MAEE10003,MECE11008,35
PHIL08014,PLIT08020,35
PHIL08017,PLIT08020,35
BIME09003,MSBM09001,35
INFR11147,INFR11157,35
MATH10060,MATH10068,35
SCAN10030,SCAN10091,35
ECNM08016,PHIL08017,35
BILG09010,BILG09015,35
PHYS08016,PHYS08050,35
MATH10067,MATH10074,35
MATH11177,MATH11187,35
SPRT10020,SPRT10033,35
PLIT08018,SSPS08012,35
INFR11147,INFR11245,35
INFR08026,SCEE08010,35
MATH10076,MATH11226,35
LAWS08114,LAWS08125,35
BUST10157,ECNM10030,35
ACCN10026,BUST10156,35
MATH11175,MATH11187,35
HIST10425,HIST10511,35
INFR11125,INFR11132,35
DESI11100,INFR11094,35
DESI11073,DESI11100,35
PHYS08058,PHYS08060,35
BIME08007,MSBM08001,35
MATH10065,MATH10096,35
DESI10125,DESI10126,34
CMSE11566,CMSE11630,34
DESI10124,DESI10125,34
MATH08051,MATH08071,34
SCAN08005,SCAN08010,34
BUST08029,ECNM08004,34
CIVE08024,CIVE08025,34
INFR10022,INFR10074,34
CMSE11566,CMSE11632,34
CMSE11566,CMSE11631,34
CIVE11053,MECE10002,34
ELEE10032,SCEE11014,34
MATH10065,MATH11185,34
SPRT08030,SPRT08031,34
PHYS08017,PHYS08050,34
ECNM10114,ECNM10119,34
BIME09004,BIME09008,34
ANHI08014,ANHI08015,34
PHYS10043,PHYS10087,34
CNST11014,CNST11085,34
SPRT08026,SPRT08030,34
BILG09002,BILG09004,34
CNST11014,CNST11084,34
CNST11084,CNST12007,34
CMSE11566,CMSE11634,34
DESI10124,DESI10126,34
PHYS10099,PHYS11019,34
ELEE08015,INFR08026,34
MAEE10005,MECE10012,34
PHYS10035,PHYS11024,34
BIME09011,BIME09012,34
MATH10064,MATH10065,34
SPRT08026,SPRT08031,34
ACCN08008,ECNM08004,34
BILG09010,BILG09013,34
PHYS10015,PHYS10087,34
EDUA11336,REDU11046,34
GEGR08011,GEGR08017,34
GEGR10120,GEGR10134,34
ECNM08016,PHIL08014,34
PLIT08017,SSPS08012,34
EDUA11336,REDU11045,34
INFR11130,INFR11147,34
MATH11187,MATH11245,34
CIVE08024,MECE08013,34
PLIT08020,PLIT08021,34
MATH11177,MATH11188,34
BUST08042,BUST08056,34
CNST11085,CNST12007,34
MATH11187,MATH11188,34
MATH11177,MATH11245,34
INFR11136,INFR11157,34
NUST10054,NUST10056,34
CMSE11086,CMSE11408,34
BUST08033,BUST08042,34
MATH10065,MATH10073,34
NUST10053,NUST10056,34
NUST10053,NUST10054,34
ELEE08020,INFR08027,34
MATH08062,MATH08063,34
EDUA11187,EDUA11425,34
ELEE10017,ELEE10020,34
CMSE11121,CMSE11566,34
CHEM10012,CHEM10072,34
ELEE10032,ELEE11112,34
MATH10007,MATH10068,34
ELEE08020,INFR08026,34
MATH11175,MATH11188,34
EDUA11233,EDUA11248,34
INFR08025,MATH07003,34
ECNM10056,ECNM10066,34
INFR08026,SCEE08015,34
MATH10076,MATH10077,34
INFR08027,SCEE08010,34
CIVE08024,MECE08014,34
ECNM08013,PHIL08015,34
ELEE08016,SCEE08016,34
ACCN08009,BUST08018,34
ECNM08006,MATH08063,34
HIAR11038,HIAR11114,34
MAEE10003,MECE10004,34
PHYS10034,PHYS10083,34
BIME08012,MSBM08001,34
SPRT08026,SPRT08033,33
MATH10017,MATH11226,33
