Module Department,Module Code,Event ID,Event Type,Duration (minutes),Event Size,Timeslot,Number of Weeks,Weeks,Room,Room Type 1,Room type 2,Building,Campus,Day,Start_Time,Time_Blocks,Session_ID
Edinburgh Medical School,MBCH09021,E:C2QGUITFOJ,Tutorial,90,14.0,Thursday 10:00,12,27,0591_-1_B1.02,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,10:00,2,E:C2QGUITFOJ_W27
Edinburgh Medical School,MBCH09021,E:C2QGUITFOJ,Tutorial,90,14.0,Thursday 10:00,12,28,0591_-1_B1.02,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,10:00,2,E:C2QGUITFOJ_W28
Centre for Open Learning,,E:VD3LSQ553F,Activity,90,14.0,Friday 11:00,10,36,0551_-1_LG47,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,11:00,2,E:VD3LSQ553F_W36
Centre for Open Learning,,E:BRW8YR96ZP_Part2,Activity,195,14.0,Wednesday 17:30,5,27,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,1,E:BRW8YR96ZP_W27_Part2
Centre for Open Learning,,E:BRW8YR96ZP_Part1,Activity,195,14.0,Wednesday 17:30,5,27,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,3,E:BRW8YR96ZP_W27_Part1
Centre for Open Learning,,E:Y6KNH2O8WG,Activity,90,14.0,Monday 11:00,10,33,0551_00_G35,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,11:00,2,E:Y6KNH2O8WG_W33
Centre for Open Learning,,E:Y6KNH2O8WG,Activity,90,14.0,Monday 11:00,10,34,0551_00_G35,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,11:00,2,E:Y6KNH2O8WG_W34
Centre for Open Learning,,E:Y6KNH2O8WG,Activity,90,14.0,Monday 11:00,10,35,0551_00_G35,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,11:00,2,E:Y6KNH2O8WG_W35
Centre for Open Learning,,E:Y6KNH2O8WG,Activity,90,14.0,Monday 11:00,10,36,0551_00_G35,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,11:00,2,E:Y6KNH2O8WG_W36
Centre for Open Learning,,E:VD3LSQ553F,Activity,90,14.0,Friday 11:00,10,27,0551_-1_LG47,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,11:00,2,E:VD3LSQ553F_W27
Centre for Open Learning,,E:NREF4PPJQI,Activity,90,14.0,Tuesday 17:30,5,29,0551_-1_LG44,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,17:30,2,E:NREF4PPJQI_W29
Centre for Open Learning,,E:NREF4PPJQI,Activity,90,14.0,Tuesday 17:30,5,30,0551_-1_LG44,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,17:30,2,E:NREF4PPJQI_W30
Centre for Open Learning,,E:NREF4PPJQI,Activity,90,14.0,Tuesday 17:30,5,31,0551_-1_LG44,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,17:30,2,E:NREF4PPJQI_W31
Centre for Open Learning,,E:BRW8YR96ZP_Part2,Activity,195,14.0,Wednesday 17:30,5,28,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,1,E:BRW8YR96ZP_W28_Part2
Centre for Open Learning,,E:BRW8YR96ZP_Part1,Activity,195,14.0,Wednesday 17:30,5,28,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,3,E:BRW8YR96ZP_W28_Part1
Centre for Open Learning,,E:BRW8YR96ZP_Part2,Activity,195,14.0,Wednesday 17:30,5,29,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,1,E:BRW8YR96ZP_W29_Part2
Centre for Open Learning,,E:BRW8YR96ZP_Part1,Activity,195,14.0,Wednesday 17:30,5,29,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,3,E:BRW8YR96ZP_W29_Part1
Centre for Open Learning,,E:BRW8YR96ZP_Part2,Activity,195,14.0,Wednesday 17:30,5,30,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,1,E:BRW8YR96ZP_W30_Part2
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,21,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W21
Centre for Open Learning,,E:RCQ3NX9SMT,Activity,90,14.0,Thursday 19:00,10,27,0551_-1M_M1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:RCQ3NX9SMT_W27
Centre for Open Learning,,E:RCQ3NX9SMT,Activity,90,14.0,Thursday 19:00,10,28,0551_-1M_M1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:RCQ3NX9SMT_W28
Centre for Open Learning,,E:RCQ3NX9SMT,Activity,90,14.0,Thursday 19:00,10,29,0551_-1M_M1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:RCQ3NX9SMT_W29
Centre for Open Learning,,E:RCQ3NX9SMT,Activity,90,14.0,Thursday 19:00,10,30,0551_-1M_M1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:RCQ3NX9SMT_W30
Centre for Open Learning,,E:RCQ3NX9SMT,Activity,90,14.0,Thursday 19:00,10,31,0551_-1M_M1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:RCQ3NX9SMT_W31
Centre for Open Learning,,E:RCQ3NX9SMT,Activity,90,14.0,Thursday 19:00,10,32,0551_-1M_M1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:RCQ3NX9SMT_W32
Centre for Open Learning,,E:RCQ3NX9SMT,Activity,90,14.0,Thursday 19:00,10,33,0551_-1M_M1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:RCQ3NX9SMT_W33
Centre for Open Learning,,E:VD3LSQ553F,Activity,90,14.0,Friday 11:00,10,28,0551_-1_LG47,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,11:00,2,E:VD3LSQ553F_W28
Centre for Open Learning,,E:VD3LSQ553F,Activity,90,14.0,Friday 11:00,10,29,0551_-1_LG47,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,11:00,2,E:VD3LSQ553F_W29
Centre for Open Learning,,E:VD3LSQ553F,Activity,90,14.0,Friday 11:00,10,30,0551_-1_LG47,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,11:00,2,E:VD3LSQ553F_W30
Centre for Open Learning,,E:VD3LSQ553F,Activity,90,14.0,Friday 11:00,10,31,0551_-1_LG47,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,11:00,2,E:VD3LSQ553F_W31
Centre for Open Learning,,E:VD3LSQ553F,Activity,90,14.0,Friday 11:00,10,32,0551_-1_LG47,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,11:00,2,E:VD3LSQ553F_W32
Centre for Open Learning,,E:VD3LSQ553F,Activity,90,14.0,Friday 11:00,10,33,0551_-1_LG47,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,11:00,2,E:VD3LSQ553F_W33
Centre for Open Learning,,E:VD3LSQ553F,Activity,90,14.0,Friday 11:00,10,34,0551_-1_LG47,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,11:00,2,E:VD3LSQ553F_W34
Centre for Open Learning,,E:VD3LSQ553F,Activity,90,14.0,Friday 11:00,10,35,0551_-1_LG47,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,11:00,2,E:VD3LSQ553F_W35
Centre for Open Learning,,E:RCQ3NX9SMT,Activity,90,14.0,Thursday 19:00,10,36,0551_-1M_M1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:RCQ3NX9SMT_W36
Centre for Open Learning,,E:Y6KNH2O8WG,Activity,90,14.0,Monday 11:00,10,27,0551_00_G35,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,11:00,2,E:Y6KNH2O8WG_W27
Centre for Open Learning,,E:Y6KNH2O8WG,Activity,90,14.0,Monday 11:00,10,28,0551_00_G35,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,11:00,2,E:Y6KNH2O8WG_W28
Centre for Open Learning,,E:Y6KNH2O8WG,Activity,90,14.0,Monday 11:00,10,29,0551_00_G35,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,11:00,2,E:Y6KNH2O8WG_W29
Centre for Open Learning,,E:Y6KNH2O8WG,Activity,90,14.0,Monday 11:00,10,30,0551_00_G35,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,11:00,2,E:Y6KNH2O8WG_W30
Centre for Open Learning,,E:Y6KNH2O8WG,Activity,90,14.0,Monday 11:00,10,31,0551_00_G35,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,11:00,2,E:Y6KNH2O8WG_W31
Centre for Open Learning,,E:Y6KNH2O8WG,Activity,90,14.0,Monday 11:00,10,32,0551_00_G35,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,11:00,2,E:Y6KNH2O8WG_W32
Centre for Open Learning,,E:GKPB7GDBIW,Activity,90,14.0,Wednesday 19:00,10,36,0551_00_G32,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:GKPB7GDBIW_W36
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,7,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W7
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,8,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W8
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,9,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W9
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,10,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W10
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,11,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W11
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,12,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W12
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,13,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W13
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,14,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W14
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,25,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W25
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,26,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W26
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,27,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W27
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,35,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W35
Edinburgh Medical School,MBCH09021,E:QUINXTR5IH,Tutorial,90,14.0,Thursday 10:00,1,15,0558_02_2.2,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,10:00,2,E:QUINXTR5IH_W15
Edinburgh Medical School,MBCH09021,E:N35FS9XJ67,Tutorial,90,14.0,Thursday 11:30,1,15,0558_02_2.2,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,11:30,2,E:N35FS9XJ67_W15
Edinburgh Medical School,MBCH09021,E:TMVT8IGYZ3-00001,Tutorial,90,14.0,Thursday 11:30,2,11,0591_-1_B1.06,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,11:30,2,E:TMVT8IGYZ3-00001_W11
Edinburgh Medical School,MBCH09021,E:TMVT8IGYZ3-00001,Tutorial,90,14.0,Thursday 11:30,2,12,0591_-1_B1.06,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,11:30,2,E:TMVT8IGYZ3-00001_W12
Centre for Open Learning,,E:GKPB7GDBIW,Activity,90,14.0,Wednesday 19:00,10,27,0551_00_G32,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:GKPB7GDBIW_W27
Centre for Open Learning,,E:GKPB7GDBIW,Activity,90,14.0,Wednesday 19:00,10,28,0551_00_G32,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:GKPB7GDBIW_W28
Centre for Open Learning,,E:GKPB7GDBIW,Activity,90,14.0,Wednesday 19:00,10,29,0551_00_G32,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:GKPB7GDBIW_W29
Centre for Open Learning,,E:GKPB7GDBIW,Activity,90,14.0,Wednesday 19:00,10,30,0551_00_G32,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:GKPB7GDBIW_W30
Centre for Open Learning,,E:GKPB7GDBIW,Activity,90,14.0,Wednesday 19:00,10,31,0551_00_G32,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:GKPB7GDBIW_W31
Centre for Open Learning,,E:GKPB7GDBIW,Activity,90,14.0,Wednesday 19:00,10,32,0551_00_G32,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:GKPB7GDBIW_W32
Centre for Open Learning,,E:RCQ3NX9SMT,Activity,90,14.0,Thursday 19:00,10,34,0551_-1M_M1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:RCQ3NX9SMT_W34
Centre for Open Learning,,E:RCQ3NX9SMT,Activity,90,14.0,Thursday 19:00,10,35,0551_-1M_M1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:RCQ3NX9SMT_W35
Centre for Open Learning,,E:7AICET89AD,Activity,90,14.0,Wednesday 19:00,10,34,0564_03_3.25,,Centrally Allocated Space,St Leonards Land,Holyrood,Wednesday,19:00,2,E:7AICET89AD_W34
Centre for Open Learning,,E:7AICET89AD,Activity,90,14.0,Wednesday 19:00,10,35,0564_03_3.25,,Centrally Allocated Space,St Leonards Land,Holyrood,Wednesday,19:00,2,E:7AICET89AD_W35
Centre for Open Learning,,E:7AICET89AD,Activity,90,14.0,Wednesday 19:00,10,36,0564_03_3.25,,Centrally Allocated Space,St Leonards Land,Holyrood,Wednesday,19:00,2,E:7AICET89AD_W36
Centre for Open Learning,,E:73998KO7QN,Activity,90,14.0,Wednesday 17:30,10,27,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,2,E:73998KO7QN_W27
Centre for Open Learning,,E:73998KO7QN,Activity,90,14.0,Wednesday 17:30,10,28,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,2,E:73998KO7QN_W28
Centre for Open Learning,,E:73998KO7QN,Activity,90,14.0,Wednesday 17:30,10,29,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,2,E:73998KO7QN_W29
Centre for Open Learning,,E:73998KO7QN,Activity,90,14.0,Wednesday 17:30,10,30,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,2,E:73998KO7QN_W30
Centre for Open Learning,,E:73998KO7QN,Activity,90,14.0,Wednesday 17:30,10,31,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,2,E:73998KO7QN_W31
Centre for Open Learning,,E:73998KO7QN,Activity,90,14.0,Wednesday 17:30,10,32,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,2,E:73998KO7QN_W32
Centre for Open Learning,,E:73998KO7QN,Activity,90,14.0,Wednesday 17:30,10,33,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,2,E:73998KO7QN_W33
Centre for Open Learning,,E:GKPB7GDBIW,Activity,90,14.0,Wednesday 19:00,10,33,0551_00_G32,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:GKPB7GDBIW_W33
Centre for Open Learning,,E:GKPB7GDBIW,Activity,90,14.0,Wednesday 19:00,10,34,0551_00_G32,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:GKPB7GDBIW_W34
Centre for Open Learning,,E:GKPB7GDBIW,Activity,90,14.0,Wednesday 19:00,10,35,0551_00_G32,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:GKPB7GDBIW_W35
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,36,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W36
Moray House School of Education and Sport,EDUA11290,E:RSINEVUDKQ-00002,Workshop,120,14.0,Friday 09:00,15,37,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,09:00,2,E:RSINEVUDKQ-00002_W37
Centre for Open Learning,,E:8TD6URC9ON,Activity,90,14.0,Thursday 11:00,10,27,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,11:00,2,E:8TD6URC9ON_W27
Edinburgh Medical School,MBCH09021,E:SVVOXKVQM2,Tutorial,90,14.0,Thursday 10:00,7,16,0591_-1_B1.07,,Centrally Allocated Space,Outreach Centre,Holyrood,Thursday,10:00,2,E:SVVOXKVQM2_W16
Edinburgh Medical School,MBCH09021,E:SVVOXKVQM2,Tutorial,90,14.0,Thursday 10:00,7,17,0591_-1_B1.07,,Centrally Allocated Space,Outreach Centre,Holyrood,Thursday,10:00,2,E:SVVOXKVQM2_W17
Edinburgh Medical School,MBCH09021,E:SVVOXKVQM2,Tutorial,90,14.0,Thursday 10:00,7,18,0591_-1_B1.07,,Centrally Allocated Space,Outreach Centre,Holyrood,Thursday,10:00,2,E:SVVOXKVQM2_W18
Centre for Open Learning,,E:73998KO7QN,Activity,90,14.0,Wednesday 17:30,10,36,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,17:30,2,E:73998KO7QN_W36
Centre for Open Learning,,E:7AICET89AD,Activity,90,14.0,Wednesday 19:00,10,27,0564_03_3.25,,Centrally Allocated Space,St Leonards Land,Holyrood,Wednesday,19:00,2,E:7AICET89AD_W27
Centre for Open Learning,,E:7AICET89AD,Activity,90,14.0,Wednesday 19:00,10,28,0564_03_3.25,,Centrally Allocated Space,St Leonards Land,Holyrood,Wednesday,19:00,2,E:7AICET89AD_W28
Centre for Open Learning,,E:S4G3W3UBMU,Activity,90,14.0,Wednesday 19:00,10,27,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:S4G3W3UBMU_W27
Centre for Open Learning,,E:S4G3W3UBMU,Activity,90,14.0,Wednesday 19:00,10,28,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:S4G3W3UBMU_W28
Centre for Open Learning,,E:S4G3W3UBMU,Activity,90,14.0,Wednesday 19:00,10,29,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:S4G3W3UBMU_W29
Centre for Open Learning,,E:S4G3W3UBMU,Activity,90,14.0,Wednesday 19:00,10,30,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:S4G3W3UBMU_W30
Centre for Open Learning,,E:S4G3W3UBMU,Activity,90,14.0,Wednesday 19:00,10,31,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,19:00,2,E:S4G3W3UBMU_W31
Centre for Open Learning,,E:7AICET89AD,Activity,90,14.0,Wednesday 19:00,10,29,0564_03_3.25,,Centrally Allocated Space,St Leonards Land,Holyrood,Wednesday,19:00,2,E:7AICET89AD_W29
Centre for Open Learning,,E:7AICET89AD,Activity,90,14.0,Wednesday 19:00,10,30,0564_03_3.25,,Centrally Allocated Space,St Leonards Land,Holyrood,Wednesday,19:00,2,E:7AICET89AD_W30
Centre for Open Learning,,E:7AICET89AD,Activity,90,14.0,Wednesday 19:00,10,31,0564_03_3.25,,Centrally Allocated Space,St Leonards Land,Holyrood,Wednesday,19:00,2,E:7AICET89AD_W31
Centre for Open Learning,,E:7AICET89AD,Activity,90,14.0,Wednesday 19:00,10,32,0564_03_3.25,,Centrally Allocated Space,St Leonards Land,Holyrood,Wednesday,19:00,2,E:7AICET89AD_W32
Centre for Open Learning,,E:7AICET89AD,Activity,90,14.0,Wednesday 19:00,10,33,0564_03_3.25,,Centrally Allocated Space,St Leonards Land,Holyrood,Wednesday,19:00,2,E:7AICET89AD_W33
Centre for Open Learning,,E:JZ2WVRQE1V,Activity,90,14.0,Monday 19:00,10,36,0551_-1M_M16,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,19:00,2,E:JZ2WVRQE1V_W36
Edinburgh Medical School,MBCH09021,E:UGRLRDNKSY,Tutorial,90,14.0,Thursday 10:00,12,26,0591_-1_B1.04,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,10:00,2,E:UGRLRDNKSY_W26
Edinburgh Medical School,MBCH09021,E:UGRLRDNKSY,Tutorial,90,14.0,Thursday 10:00,12,27,0591_-1_B1.04,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,10:00,2,E:UGRLRDNKSY_W27
Edinburgh Medical School,MBCH09021,E:UGRLRDNKSY,Tutorial,90,14.0,Thursday 10:00,12,28,0591_-1_B1.04,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,10:00,2,E:UGRLRDNKSY_W28
Edinburgh Medical School,MBCH09021,E:UGRLRDNKSY,Tutorial,90,14.0,Thursday 10:00,12,29,0591_-1_B1.04,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,10:00,2,E:UGRLRDNKSY_W29
Edinburgh Medical School,MBCH09021,E:UGRLRDNKSY,Tutorial,90,14.0,Thursday 10:00,12,30,0591_-1_B1.04,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,10:00,2,E:UGRLRDNKSY_W30
Edinburgh Medical School,MBCH09021,E:UGRLRDNKSY,Tutorial,90,14.0,Thursday 10:00,12,31,0591_-1_B1.04,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,10:00,2,E:UGRLRDNKSY_W31
Edinburgh Medical School,MBCH09021,E:UGRLRDNKSY,Tutorial,90,14.0,Thursday 10:00,12,32,0591_-1_B1.04,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,10:00,2,E:UGRLRDNKSY_W32
Edinburgh Medical School,MBCH09021,E:UGRLRDNKSY,Tutorial,90,14.0,Thursday 10:00,12,33,0591_-1_B1.04,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,10:00,2,E:UGRLRDNKSY_W33
Edinburgh Medical School,MBCH09021,E:SVVOXKVQM2-00001,Tutorial,90,14.0,Thursday 11:30,7,16,0591_-1_B1.07,,Centrally Allocated Space,Outreach Centre,Holyrood,Thursday,11:30,2,E:SVVOXKVQM2-00001_W16
Edinburgh Medical School,MBCH09021,E:SVVOXKVQM2-00001,Tutorial,90,14.0,Thursday 11:30,7,17,0591_-1_B1.07,,Centrally Allocated Space,Outreach Centre,Holyrood,Thursday,11:30,2,E:SVVOXKVQM2-00001_W17
Edinburgh Medical School,MBCH09021,E:SVVOXKVQM2-00001,Tutorial,90,14.0,Thursday 11:30,7,18,0591_-1_B1.07,,Centrally Allocated Space,Outreach Centre,Holyrood,Thursday,11:30,2,E:SVVOXKVQM2-00001_W18
Edinburgh Medical School,MBCH09021,E:SVVOXKVQM2,Tutorial,90,14.0,Thursday 10:00,7,10,0591_-1_B1.07,,Centrally Allocated Space,Outreach Centre,Holyrood,Thursday,10:00,2,E:SVVOXKVQM2_W10
Edinburgh Medical School,MBCH09021,E:SVVOXKVQM2,Tutorial,90,14.0,Thursday 10:00,7,11,0591_-1_B1.07,,Centrally Allocated Space,Outreach Centre,Holyrood,Thursday,10:00,2,E:SVVOXKVQM2_W11
Edinburgh Medical School,MBCH09021,E:SVVOXKVQM2,Tutorial,90,14.0,Thursday 10:00,7,13,0591_-1_B1.07,,Centrally Allocated Space,Outreach Centre,Holyrood,Thursday,10:00,2,E:SVVOXKVQM2_W13
Edinburgh Medical School,MBCH09021,E:SVVOXKVQM2,Tutorial,90,14.0,Thursday 10:00,7,14,0591_-1_B1.07,,Centrally Allocated Space,Outreach Centre,Holyrood,Thursday,10:00,2,E:SVVOXKVQM2_W14
Centre for Open Learning,,E:OZCLDL2B4S,Activity,90,14.0,Thursday 19:00,10,32,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:OZCLDL2B4S_W32
Centre for Open Learning,,E:OZCLDL2B4S,Activity,90,14.0,Thursday 19:00,10,33,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:OZCLDL2B4S_W33
Centre for Open Learning,,E:OZCLDL2B4S,Activity,90,14.0,Thursday 19:00,10,34,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:OZCLDL2B4S_W34
Centre for Open Learning,,E:OZCLDL2B4S,Activity,90,14.0,Thursday 19:00,10,35,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:OZCLDL2B4S_W35
Centre for Open Learning,,E:OZCLDL2B4S,Activity,90,14.0,Thursday 19:00,10,36,0551_-1_LG45,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,19:00,2,E:OZCLDL2B4S_W36
