Module Department,Module Code,Event ID,Event Type,Duration (minutes),Event Size,Timeslot,Number of Weeks,Weeks,Room,Room Type 1,Room type 2,Building,Campus,Day,Start_Time,Time_Blocks,Session_ID
Moray House School of Education and Sport,EDUA11257,E:LVQSX5OK24,Workshop,110,25.0,Monday 11:00,8,13,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,11:00,2,E:LVQSX5OK24_W13
Moray House School of Education and Sport,EDUA11329,E:DJQTZAI22F,Workshop,110,25.0,Friday 14:00,2,12,0558_04_4.18,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,14:00,2,E:DJQTZAI22F_W12
Moray House School of Education and Sport,EDUA11329,E:DJQTZAI22F,Workshop,110,25.0,Friday 14:00,2,11,0558_04_4.18,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,14:00,2,E:DJQTZAI22F_W11
Moray House School of Education and Sport,EDUA08117,E:JBNY611AE8,Seminar,120,25.0,Friday 10:00,2,10,0564_02_2.14,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Friday,10:00,2,E:JBNY611AE8_W10
Moray House School of Education and Sport,EDUA08117,E:JBNY611AE8,Seminar,120,25.0,Friday 10:00,2,9,0564_02_2.14,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Friday,10:00,2,E:JBNY611AE8_W9
Moray House School of Education and Sport,EDUA08118,E:JOWRF6MGSQ,Seminar,120,25.0,Wednesday 10:00,4,29,0558_03_3.13,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,10:00,2,E:JOWRF6MGSQ_W29
Moray House School of Education and Sport,EDUA08118,E:JOWRF6MGSQ,Seminar,120,25.0,Wednesday 10:00,4,28,0558_03_3.13,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,10:00,2,E:JOWRF6MGSQ_W28
Moray House School of Education and Sport,EDUA08104,E:VJATVJBQ6Z-00001,Seminar,50,25.0,Monday 14:00,3,28,0551_01_1.19,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,14:00,1,E:VJATVJBQ6Z-00001_W28
Moray House School of Education and Sport,EDUA08104,E:VJATVJBQ6Z-00001,Seminar,50,25.0,Monday 14:00,3,27,0551_01_1.19,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,14:00,1,E:VJATVJBQ6Z-00001_W27
Moray House School of Education and Sport,EDUA11257,E:LVQSX5OK24,Workshop,110,25.0,Monday 11:00,8,12,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,11:00,2,E:LVQSX5OK24_W12
Moray House School of Education and Sport,EDUA11257,E:LVQSX5OK24,Workshop,110,25.0,Monday 11:00,8,11,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,11:00,2,E:LVQSX5OK24_W11
Moray House School of Education and Sport,EDUA11257,E:LVQSX5OK24,Workshop,110,25.0,Monday 11:00,8,10,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,11:00,2,E:LVQSX5OK24_W10
Moray House School of Education and Sport,EDUA08104,E:XIWXQNPQT6,Seminar,60,25.0,Thursday 11:30,8,13,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,11:30,1,E:XIWXQNPQT6_W13
Moray House School of Education and Sport,EDUA08104,E:XIWXQNPQT6,Seminar,60,25.0,Thursday 11:30,8,12,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,11:30,1,E:XIWXQNPQT6_W12
Moray House School of Education and Sport,EDUA11304,E:FNL8HIE9X2-00003_Part1,Workshop,480,25.0,Tuesday 09:00,1,19,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Tuesday,09:00,3,E:FNL8HIE9X2-00003_W19_Part1
Moray House School of Education and Sport,EDUA11248,E:Q3ZRBVE57A,Workshop,110,25.0,Tuesday 14:00,1,19,0551_01_1.26,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,14:00,2,E:Q3ZRBVE57A_W19
Moray House School of Education and Sport,EDUA10193,E:983ZYMCJWF,Workshop,120,25.0,Tuesday 10:00,5,30,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,10:00,2,E:983ZYMCJWF_W30
Moray House School of Education and Sport,EDUA10193,E:983ZYMCJWF,Workshop,120,25.0,Tuesday 10:00,5,29,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,10:00,2,E:983ZYMCJWF_W29
Moray House School of Education and Sport,EDUA10193,E:983ZYMCJWF,Workshop,120,25.0,Tuesday 10:00,5,28,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,10:00,2,E:983ZYMCJWF_W28
Moray House School of Education and Sport,EDUA11040,E:IJFTTJLOMU,Tutorial,50,25.0,Tuesday 16:00,9,19,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:IJFTTJLOMU_W19
Moray House School of Education and Sport,EDUA11040,E:IJFTTJLOMU,Tutorial,50,25.0,Tuesday 16:00,9,18,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:IJFTTJLOMU_W18
Moray House School of Education and Sport,EDUA11040,E:IJFTTJLOMU,Tutorial,50,25.0,Tuesday 16:00,9,17,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:IJFTTJLOMU_W17
Moray House School of Education and Sport,EDUA11040,E:IJFTTJLOMU,Tutorial,50,25.0,Tuesday 16:00,9,16,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:IJFTTJLOMU_W16
Moray House School of Education and Sport,EDUA11040,E:IJFTTJLOMU,Tutorial,50,25.0,Tuesday 16:00,9,13,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:IJFTTJLOMU_W13
Moray House School of Education and Sport,EDUA11040,E:IJFTTJLOMU,Tutorial,50,25.0,Tuesday 16:00,9,12,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:IJFTTJLOMU_W12
Moray House School of Education and Sport,EDUA11040,E:IJFTTJLOMU,Tutorial,50,25.0,Tuesday 16:00,9,11,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:IJFTTJLOMU_W11
Moray House School of Education and Sport,EDUA11040,E:IJFTTJLOMU,Tutorial,50,25.0,Tuesday 16:00,9,10,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:IJFTTJLOMU_W10
Moray House School of Education and Sport,EDUA11040,E:IJFTTJLOMU,Tutorial,50,25.0,Tuesday 16:00,9,9,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:IJFTTJLOMU_W9
Moray House School of Education and Sport,EDUA11257,E:LVQSX5OK24,Workshop,110,25.0,Monday 11:00,8,18,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,11:00,2,E:LVQSX5OK24_W18
Moray House School of Education and Sport,EDUA11257,E:LVQSX5OK24,Workshop,110,25.0,Monday 11:00,8,17,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,11:00,2,E:LVQSX5OK24_W17
Moray House School of Education and Sport,EDUA11257,E:3BNXL2WY5N,Workshop,110,25.0,Monday 16:00,8,11,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,16:00,2,E:3BNXL2WY5N_W11
Moray House School of Education and Sport,EDUA11257,E:3BNXL2WY5N,Workshop,110,25.0,Monday 16:00,8,10,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,16:00,2,E:3BNXL2WY5N_W10
Moray House School of Education and Sport,EDUA10193,E:1ONY8FGIGE,Workshop,120,25.0,Tuesday 10:00,5,29,0551_01_1.21,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,10:00,2,E:1ONY8FGIGE_W29
Moray House School of Education and Sport,EDUA10193,E:1ONY8FGIGE,Workshop,120,25.0,Tuesday 10:00,5,28,0551_01_1.21,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,10:00,2,E:1ONY8FGIGE_W28
Moray House School of Education and Sport,EDUA10193,E:1ONY8FGIGE,Workshop,120,25.0,Tuesday 10:00,5,27,0551_01_1.21,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,10:00,2,E:1ONY8FGIGE_W27
Moray House School of Education and Sport,EDUA10193,E:1ONY8FGIGE,Workshop,120,25.0,Tuesday 10:00,5,26,0551_01_1.21,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,10:00,2,E:1ONY8FGIGE_W26
Moray House School of Education and Sport,EDUA11048,E:H8MJUF75W5,Workshop,110,25.0,Thursday 11:00,9,18,0553_04_422,Centrally Allocated Space,General Teaching,St Johns Land,Holyrood,Thursday,11:00,2,E:H8MJUF75W5_W18
Moray House School of Education and Sport,EDUA11048,E:H8MJUF75W5,Workshop,110,25.0,Thursday 11:00,9,17,0553_04_422,Centrally Allocated Space,General Teaching,St Johns Land,Holyrood,Thursday,11:00,2,E:H8MJUF75W5_W17
Moray House School of Education and Sport,EDUA11048,E:H8MJUF75W5,Workshop,110,25.0,Thursday 11:00,9,16,0553_04_422,Centrally Allocated Space,General Teaching,St Johns Land,Holyrood,Thursday,11:00,2,E:H8MJUF75W5_W16
Moray House School of Education and Sport,EDUA11048,E:H8MJUF75W5,Workshop,110,25.0,Thursday 11:00,9,14,0553_04_422,Centrally Allocated Space,General Teaching,St Johns Land,Holyrood,Thursday,11:00,2,E:H8MJUF75W5_W14
Moray House School of Education and Sport,EDUA11257,E:8GEEUNNINO,Workshop,110,25.0,Monday 16:00,8,10,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,16:00,2,E:8GEEUNNINO_W10
Moray House School of Education and Sport,EDUA11304,E:FNL8HIE9X2-00004_Part3,Workshop,480,25.0,Wednesday 09:00,1,19,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Wednesday,09:00,2,E:FNL8HIE9X2-00004_W19_Part3
Moray House School of Education and Sport,EDUA11304,E:FNL8HIE9X2-00004_Part2,Workshop,480,25.0,Wednesday 09:00,1,19,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Wednesday,09:00,3,E:FNL8HIE9X2-00004_W19_Part2
Moray House School of Education and Sport,EDUA11304,E:FNL8HIE9X2-00004_Part1,Workshop,480,25.0,Wednesday 09:00,1,19,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Wednesday,09:00,3,E:FNL8HIE9X2-00004_W19_Part1
Moray House School of Education and Sport,EDUA11304,E:FNL8HIE9X2-00003_Part3,Workshop,480,25.0,Tuesday 09:00,1,19,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Tuesday,09:00,2,E:FNL8HIE9X2-00003_W19_Part3
Moray House School of Education and Sport,EDUA11304,E:FNL8HIE9X2-00003_Part2,Workshop,480,25.0,Tuesday 09:00,1,19,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Tuesday,09:00,3,E:FNL8HIE9X2-00003_W19_Part2
Moray House School of Education and Sport,EDUA11462,E:JQO8T4NRKR,Workshop,110,25.0,Monday 12:00,11,27,0551_01_1.37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,12:00,2,E:JQO8T4NRKR_W27
Moray House School of Education and Sport,EDUA11462,E:JQO8T4NRKR,Workshop,110,25.0,Monday 12:00,11,26,0551_01_1.37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,12:00,2,E:JQO8T4NRKR_W26
Moray House School of Education and Sport,EDUA08120,E:SGKEHI8AGU,Seminar,180,25.0,Tuesday 10:00,2,10,0558_05_5.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,10:00,3,E:SGKEHI8AGU_W10
Moray House School of Education and Sport,EDUA08120,E:SGKEHI8AGU,Seminar,180,25.0,Tuesday 10:00,2,9,0558_05_5.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,10:00,3,E:SGKEHI8AGU_W9
Moray House School of Education and Sport,EDUA11426,E:RR45D9DQEL,Lecture,110,25.0,Thursday 11:00,10,28,0558_05_5.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,11:00,2,E:RR45D9DQEL_W28
Moray House School of Education and Sport,EDUA11048,E:H8MJUF75W5,Workshop,110,25.0,Thursday 11:00,9,13,0553_04_422,Centrally Allocated Space,General Teaching,St Johns Land,Holyrood,Thursday,11:00,2,E:H8MJUF75W5_W13
Moray House School of Education and Sport,EDUA11386,E:LMDTYKRYE4,Lecture,110,25.0,Wednesday 14:00,5,32,0558_04_4.18,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,14:00,2,E:LMDTYKRYE4_W32
Moray House School of Education and Sport,SPRT10034,E:RPINY3CCRW,Tutorial,110,25.0,Tuesday 11:00,1,28,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Tuesday,11:00,2,E:RPINY3CCRW_W28
Moray House School of Education and Sport,EDUA10193,E:983ZYMCJWF,Workshop,120,25.0,Tuesday 10:00,5,27,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,10:00,2,E:983ZYMCJWF_W27
Moray House School of Education and Sport,EDUA10193,E:983ZYMCJWF,Workshop,120,25.0,Tuesday 10:00,5,26,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,10:00,2,E:983ZYMCJWF_W26
Moray House School of Education and Sport,EDUA11257,E:3BNXL2WY5N,Workshop,110,25.0,Monday 16:00,8,18,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,16:00,2,E:3BNXL2WY5N_W18
Moray House School of Education and Sport,EDUA11257,E:3BNXL2WY5N,Workshop,110,25.0,Monday 16:00,8,17,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,16:00,2,E:3BNXL2WY5N_W17
Moray House School of Education and Sport,EDUA11257,E:3BNXL2WY5N,Workshop,110,25.0,Monday 16:00,8,15,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,16:00,2,E:3BNXL2WY5N_W15
Moray House School of Education and Sport,EDUA11257,E:3BNXL2WY5N,Workshop,110,25.0,Monday 16:00,8,14,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,16:00,2,E:3BNXL2WY5N_W14
Moray House School of Education and Sport,EDUA11257,E:3BNXL2WY5N,Workshop,110,25.0,Monday 16:00,8,13,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,16:00,2,E:3BNXL2WY5N_W13
Moray House School of Education and Sport,EDUA11257,E:3BNXL2WY5N,Workshop,110,25.0,Monday 16:00,8,12,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,16:00,2,E:3BNXL2WY5N_W12
Moray House School of Education and Sport,EDUA11233,E:44ONFQWNX1,Workshop,120,25.0,Thursday 10:00,10,29,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Thursday,10:00,2,E:44ONFQWNX1_W29
Moray House School of Education and Sport,EDUA11233,E:44ONFQWNX1,Workshop,120,25.0,Thursday 10:00,10,28,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Thursday,10:00,2,E:44ONFQWNX1_W28
Moray House School of Education and Sport,EDUA11233,E:44ONFQWNX1,Workshop,120,25.0,Thursday 10:00,10,27,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Thursday,10:00,2,E:44ONFQWNX1_W27
Moray House School of Education and Sport,EDUA11233,E:44ONFQWNX1,Workshop,120,25.0,Thursday 10:00,10,26,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Thursday,10:00,2,E:44ONFQWNX1_W26
Moray House School of Education and Sport,EDUA11248,E:CJJPH4U99N,Workshop,110,25.0,Tuesday 15:00,9,19,0551_01_1.19,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,15:00,2,E:CJJPH4U99N_W19
Moray House School of Education and Sport,EDUA11248,E:CJJPH4U99N,Workshop,110,25.0,Tuesday 15:00,9,18,0551_01_1.19,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,15:00,2,E:CJJPH4U99N_W18
"School of History, Classics and Archaeology",HIST10380,E:OTVIFPBI24,Seminar,110,25.0,Thursday 11:00,1,27,0555_01_1.15,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Thursday,11:00,2,E:OTVIFPBI24_W27
Moray House School of Education and Sport,EDUA11415,E:RXL2ZUNN6P,Workshop,110,25.0,Monday 12:00,7,18,0555_01_1.15,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,12:00,2,E:RXL2ZUNN6P_W18
Moray House School of Education and Sport,EDUA11415,E:RXL2ZUNN6P,Workshop,110,25.0,Monday 12:00,7,16,0555_01_1.15,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,12:00,2,E:RXL2ZUNN6P_W16
Moray House School of Education and Sport,EDUA11415,E:RXL2ZUNN6P,Workshop,110,25.0,Monday 12:00,7,14,0555_01_1.15,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,12:00,2,E:RXL2ZUNN6P_W14
Moray House School of Education and Sport,EDUA10193,E:1ONY8FGIGE,Workshop,120,25.0,Tuesday 10:00,5,30,0551_01_1.21,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,10:00,2,E:1ONY8FGIGE_W30
Moray House School of Education and Sport,EDUA11462,E:JQO8T4NRKR,Workshop,110,25.0,Monday 12:00,11,33,0551_01_1.37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,12:00,2,E:JQO8T4NRKR_W33
Moray House School of Education and Sport,EDUA11462,E:JQO8T4NRKR,Workshop,110,25.0,Monday 12:00,11,32,0551_01_1.37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,12:00,2,E:JQO8T4NRKR_W32
Moray House School of Education and Sport,EDUA11462,E:JQO8T4NRKR,Workshop,110,25.0,Monday 12:00,11,30,0551_01_1.37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,12:00,2,E:JQO8T4NRKR_W30
Moray House School of Education and Sport,EDUA11462,E:JQO8T4NRKR,Workshop,110,25.0,Monday 12:00,11,29,0551_01_1.37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,12:00,2,E:JQO8T4NRKR_W29
Moray House School of Education and Sport,EDUA11462,E:JQO8T4NRKR,Workshop,110,25.0,Monday 12:00,11,28,0551_01_1.37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,12:00,2,E:JQO8T4NRKR_W28
Moray House School of Education and Sport,SPRT08022,E:WH3GRXZZDX,Tutorial,50,25.0,Friday 13:00,5,33,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,13:00,1,E:WH3GRXZZDX_W33
Moray House School of Education and Sport,EDUA11248,E:CJJPH4U99N,Workshop,110,25.0,Tuesday 15:00,9,14,0551_01_1.19,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,15:00,2,E:CJJPH4U99N_W14
Moray House School of Education and Sport,EDUA11248,E:CJJPH4U99N,Workshop,110,25.0,Tuesday 15:00,9,13,0551_01_1.19,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,15:00,2,E:CJJPH4U99N_W13
Moray House School of Education and Sport,EDUA11248,E:CJJPH4U99N,Workshop,110,25.0,Tuesday 15:00,9,12,0551_01_1.19,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,15:00,2,E:CJJPH4U99N_W12
Moray House School of Education and Sport,EDUA11248,E:CJJPH4U99N,Workshop,110,25.0,Tuesday 15:00,9,11,0551_01_1.19,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,15:00,2,E:CJJPH4U99N_W11
Moray House School of Education and Sport,EDUA11248,E:CJJPH4U99N,Workshop,110,25.0,Tuesday 15:00,9,10,0551_01_1.19,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,15:00,2,E:CJJPH4U99N_W10
Moray House School of Education and Sport,EDUA11415,E:RXL2ZUNN6P,Workshop,110,25.0,Monday 12:00,7,13,0555_01_1.15,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,12:00,2,E:RXL2ZUNN6P_W13
Moray House School of Education and Sport,EDUA11415,E:RXL2ZUNN6P,Workshop,110,25.0,Monday 12:00,7,12,0555_01_1.15,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,12:00,2,E:RXL2ZUNN6P_W12
Moray House School of Education and Sport,EDUA11415,E:RXL2ZUNN6P,Workshop,110,25.0,Monday 12:00,7,11,0555_01_1.15,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,12:00,2,E:RXL2ZUNN6P_W11
Moray House School of Education and Sport,EDUA11415,E:RXL2ZUNN6P,Workshop,110,25.0,Monday 12:00,7,10,0555_01_1.15,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Monday,12:00,2,E:RXL2ZUNN6P_W10
Moray House School of Education and Sport,EDUA11233,E:44ONFQWNX1,Workshop,120,25.0,Thursday 10:00,10,36,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Thursday,10:00,2,E:44ONFQWNX1_W36
Moray House School of Education and Sport,EDUA11233,E:44ONFQWNX1,Workshop,120,25.0,Thursday 10:00,10,35,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Thursday,10:00,2,E:44ONFQWNX1_W35
Moray House School of Education and Sport,EDUA11233,E:44ONFQWNX1,Workshop,120,25.0,Thursday 10:00,10,34,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Thursday,10:00,2,E:44ONFQWNX1_W34
Moray House School of Education and Sport,EDUA11233,E:44ONFQWNX1,Workshop,120,25.0,Thursday 10:00,10,33,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Thursday,10:00,2,E:44ONFQWNX1_W33
Moray House School of Education and Sport,EDUA11233,E:44ONFQWNX1,Workshop,120,25.0,Thursday 10:00,10,32,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Thursday,10:00,2,E:44ONFQWNX1_W32
Moray House School of Education and Sport,EDUA11233,E:44ONFQWNX1,Workshop,120,25.0,Thursday 10:00,10,30,0555_02_2.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Thursday,10:00,2,E:44ONFQWNX1_W30
Moray House School of Education and Sport,EDUA11395,E:C5G7OYU28D,Workshop,110,25.0,Tuesday 16:00,10,32,0553_04_422,Centrally Allocated Space,General Teaching,St Johns Land,Holyrood,Tuesday,16:00,2,E:C5G7OYU28D_W32
Moray House School of Education and Sport,EDUA11248,E:CJJPH4U99N,Workshop,110,25.0,Tuesday 15:00,9,17,0551_01_1.19,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,15:00,2,E:CJJPH4U99N_W17
Moray House School of Education and Sport,EDUA11248,E:CJJPH4U99N,Workshop,110,25.0,Tuesday 15:00,9,15,0551_01_1.19,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,15:00,2,E:CJJPH4U99N_W15
